Unnamed: 0,tweet_id,user_id,created_at,tweet,username,name,location,tweet_type,replied_to_id
12,1504213181065052170,20142189,2022-03-16T21:49:03.000Z,Has anyone else had connections issues with @bt_uk since starting a move to someone else? My connection isn’t lasting an hour before it disconnects. Can’t be a coincidence that it starts on same day I request a move!!!!,bob_bill84,Robert McNicol,Manchester,Original_tweet,Null
13,1504210077879840773,217486220,2022-03-16T21:36:44.000Z,"@iarepilot @engineers_feed The state of broadband in the UK is embarrassing. We label 50Mb as ""ultrafast"". I live 10 miles from the capital. Been on ever decreasing fttc via Victorian copper for 11 years with no sign of any improvement in sight. @OpenreachHelp @virginmedia @VodafoneUK @bt_uk @SkyUK",biomulv,biomulv,east lothian,replied_to,1504167343114620935
14,1504208907861991428,761302161544376324,2022-03-16T21:32:05.000Z,"@bt_uk hi, I’ve just placed a new broadband order but haven’t received the confirmation email yet? It was placed around 20:50",CharlMartin95,Charlotte Martin,"Cheshire, United Kingdom",Original_tweet,Null
15,1504203587181817860,1349711978353340419,2022-03-16T21:10:56.000Z,@bt_uk You  dont do enough  Open reach engineer has  tried killing our niece his name is mr Wilkinson and his Nepalese boss in the Uxbridge  Gerard cross area harrassment  for over a year her ex boyfriend gary hook  has admitted to paying them nothing ever gets done how in data p Gdpr,Claresm81267911,Clare smith,,replied_to,1503390818043895808
16,1504203512024076288,1349711978353340419,2022-03-16T21:10:38.000Z,@bt_uk You don't do enough Bt Open reach engineer has tried killing our niece his name is mr Wilkinson and his Nepalese boss in the Uxbridge  Gerard cross area harrassment  for over a year her ex boyfriend gary hook  has admitted to paying them cash  nothing ever gets done police,Claresm81267911,Clare smith,,replied_to,1504076264478490630
17,1504202477121507332,327061693,2022-03-16T21:06:31.000Z,"@TideLineArt @PKPorthcurno @signalsmuseum @tomstandage Around 1850-1900 there was a revolution in the global telegraph network. But the costs and complexities of early undersea cables were immense.
Interesting factoid; latency levels are governed by physics and have barely changed since the 1800's. Particularly on @BT_UK services. ;)",NoDPI,NoDPI,On the net.,replied_to,1504200934133579780
18,1504199177743523840,1349711978353340419,2022-03-16T20:53:25.000Z,@bt_uk Bt  Open reach are a completely rogue company we had this chap mr Wilkinson and his Nepalese boss in the Uxbridge  Gerard cross area  stalking our niece for over a year her ex boyfriend has admitted to paying them nothing ever gets done how in these days of data privacy Gdpr,Claresm81267911,Clare smith,,replied_to,1503390818043895808
20,1504198895294980103,135796212,2022-03-16T20:52:17.000Z,"@bt_uk Please take note @bt_uk the moment @virginmedia Is available where I live I will be terminating my contract and moving to Virgin.

I have never dealt with a company as bad as BT when it comes to moving house.

Diabolical service by your engineers.

I hope everyone avoids BT!",DeadmanIncLive,James Buchanan,"Chelmsford, United Kingdom",replied_to,1504197898484998145
21,1504198569120645124,1349711978353340419,2022-03-16T20:51:00.000Z,@bt_uk BT Open reach are a completely rogue company we had this chap mr Wilkinson and his Nepalese boss in the Uxbridge  Gerard cross area  stalking our niece for over a year her ex boyfriend has admitted to paying them cash  nothing ever gets done how in these days of data privacy Gdpr,Claresm81267911,Clare smith,,replied_to,1503390818043895808
22,1504198277796925443,1349711978353340419,2022-03-16T20:49:50.000Z,@bt_uk Open reach are a completely rogue company we had this chap mr Wilkinson and his Nepalese boss in the Uxbridge  Gerard cross area  stalking our niece for over a year her ex boyfriend has admitted to paying them cash  nothing ever gets done how in these days of data privacy Gdpr,Claresm81267911,Clare smith,,replied_to,1503717651746418691
23,1504198017834008583,1349711978353340419,2022-03-16T20:48:48.000Z,@bt_uk Open reach are a completely rogue company we had this chap mr Wilkinson and his Nepalese boss in the Uxbridge  Gerard cross area  stalking our niece for over a year her ex boyfriend has admitted to paying them nothing ever gets done how in these days of data privacy Gdpr   this,Claresm81267911,Clare smith,,replied_to,1504076264478490630
24,1504193538476625929,157423711,2022-03-16T20:31:00.000Z,"@BTCare @bt_uk WHY are SO many Spam Emails getting through ? ( Bitcoin, McAffe,Martin Lewis or Dragons Den). You should do much better at filtering them out, I am blocking many every  week &amp; still they keep coming..DO BETTER !

Non IT Savvy people will just end up being scammed",MarcoVanB_UK,Agent 47,,Original_tweet,Null
25,1504193074376937475,53661114,2022-03-16T20:29:10.000Z,@bt_uk I took out a 24 month fixed deal with you last month. Today I’ve had a letter saying my tariff is going up by £2.69 per month from next month. That is not what I signed up for and to say I am angry is an understatement.,samanthaatk_,samantha,(She/her),Original_tweet,Null
26,1504192786689662976,458554900,2022-03-16T20:28:01.000Z,@bt_uk I’ve sent one thanks Brian,DanieleCerullo,DannyC,Bristol,replied_to,1504191985556590602
27,1504191677598437376,905478119431262208,2022-03-16T20:23:37.000Z,@bt_uk It probably won’t be because either me my wife or my son won’t be watching their favourite sport thanks for not understanding,MuddMaurice,Maurice Mudd #GTTO #PR #FBPE,"North West, England",replied_to,1504190356237299713
28,1504189793793712128,560488040,2022-03-16T20:16:07.000Z,@bt_uk how can i be stuck in a contract until October been in the house 5 years and havent switched provider. Broadband is useless constantly dropping and reporting faults and got the cheek to increase the price!!! Jokers,AshleighS1,ashleigh schindler,newcastle,Original_tweet,Null
29,1504189618538881031,498022646,2022-03-16T20:15:26.000Z,@engineers_feed @bt_uk fibre supposedly...#Crap 🇬🇧 🤷 https://t.co/0Rwfw6dB0M,DBudgen7,David budgen MBE #MCFC #CTID 💙💙,"England, United Kingdom",replied_to,1504160614523965442
30,1504189238379794436,1210672700655624192,2022-03-16T20:13:55.000Z,@bt_uk how can you justify the price increases you have introduced to your customers. My bill is going up by nearly £10 a month and I can’t end my contract as you have said I will have to pay nearly £300 to leave you. It’s shocking,lauracs248,Laura S,"North East, England. ",Original_tweet,Null
31,1504187488423792650,905478119431262208,2022-03-16T20:06:58.000Z,"@bt_uk But not in the same house at the same time  like to day football cricket and badminton 
Hmmm  so your advert some what misleading 

 Sky allow 3 streams at once and if you want you can purchase more",MuddMaurice,Maurice Mudd #GTTO #PR #FBPE,"North West, England",replied_to,1504185053269704710
32,1504184502704386050,773990252386127873,2022-03-16T19:55:06.000Z,@techskillsorg @buzzinbee3 @naomitimperley @BTEarlyCareers @bt_uk 🤣,SamWallDigital,Sam Wall Digital (MCIM/IOEE)🇺🇦 #AI #Digital,💥Manchester UK💥UK Tech,replied_to,1504071847821905921
33,1504184064516968448,905478119431262208,2022-03-16T19:53:22.000Z,@bt_uk https://t.co/VFqUZJ0P9d,MuddMaurice,Maurice Mudd #GTTO #PR #FBPE,"North West, England",replied_to,1504183228978114560
34,1504183510734618635,905478119431262208,2022-03-16T19:51:09.000Z,@bt_uk So your advert isn’t true you can’t watch as much sport as you want?,MuddMaurice,Maurice Mudd #GTTO #PR #FBPE,"North West, England",replied_to,1504183228978114560
35,1504183118588174339,912720288059621376,2022-03-16T19:49:36.000Z,@bt_uk Can you please explain what’s going on here? Bridge of Allan - FK9 postcode? 15 days really? https://t.co/SYqRW6cWdm,DonaldMacKechn2,Donald MacKechnie,,replied_to,1504076264478490630
36,1504182258219032585,1091388113459523589,2022-03-16T19:46:11.000Z,@bt_uk I’ve sent one now Brian 👍🏼,georgewyn_,George Edwards,"Wales, United Kingdom",replied_to,1504178652187086850
37,1504180488931618822,458554900,2022-03-16T19:39:09.000Z,@bt_uk guy my internet was meant to be back on at 7:30 this evening there’s a big champions league game that I need to watch and can’t because there’s no internet!,DanieleCerullo,DannyC,Bristol,Original_tweet,Null
38,1504179510790565890,271635231,2022-03-16T19:35:16.000Z,"@bt_uk hey, had an btopenworld email for as long as I can remember. I have no issues with downgrading to basic email, but can you confirm this will still work with outlook? Cheers https://t.co/53NsQj1OKz",TheSteCorcoran,Ste Corcoran,Woolacombe,Original_tweet,Null
39,1504177240527065102,1479845029346787332,2022-03-16T19:26:15.000Z,I have paid for my big sport package but sky sports channels aren’t working @btsport @bt_uk,JadeBorton,Jade Borton,,Original_tweet,Null
40,1504176108807278592,25095229,2022-03-16T19:21:45.000Z,@virginmedia Hi I’m hoping you can help me. I was supposed to have my broadband installed on Monday and it’s been delayed. My @bt_uk internet is being cut off on Friday leaving me nothing for 10 days. I’ve rung up and been hung up on twice. #virginmedia #help,NickT85,Nick Thompson,Burnley,Original_tweet,Null
41,1504165790181957632,1971224515,2022-03-16T18:40:45.000Z,"@bt_uk the digital landline is a disgrace, when our broadband is down (again) we have no landline - my elderly parents use this to contact us and it’s difficult to speak to anyone",kjshenton,Kris & Janet Shenton,Salford,Original_tweet,Null
42,1504164407315779584,979333400397078528,2022-03-16T18:35:15.000Z,@bt_uk Why is you internet so inconsistent what’s running it a potato it’s annoying,James07210718,James,,replied_to,1504076264478490630
43,1504163463760912388,1091388113459523589,2022-03-16T18:31:30.000Z,@bt_uk is the broadband down in the Abergele area ? Been struggling to connect for hours,georgewyn_,George Edwards,"Wales, United Kingdom",Original_tweet,Null
44,1504160966384275457,4871418358,2022-03-16T18:21:35.000Z,@bt_uk hi. I have fibre to the property in Bristol. Normally it's fine but the last couple of ideas have been shocking. Any ideas? https://t.co/2CnnOBXxvu,benmoss80,Ben Moss,"Bristol, England",Original_tweet,Null
45,1504160847240826884,11940192,2022-03-16T18:21:06.000Z,"@bt_uk Thanks Dee, will do 😊 Surprised it's still an issue after all these years!",wizpip,Phillip Parr,Bedford,replied_to,1504146520366587910
46,1504159338818064391,1065627500775116800,2022-03-16T18:15:06.000Z,"My emails @bt_uk landline @O2 mob @Skype #HACKED post stolen from ALL ethical police solicitors journalists with legal help/press campaign-Im #stalked daily-no friends unless #spycop minders

📢@campbellclaret push @ClarenceHouse STOP the sadistic @GOVUK #hacking @UN_HRC @UN @hrw https://t.co/J1KY7Famc1",SueChester7,Sue Chester 🕊️🕊️🕊️🕊️🕊️🕊️🕊️🕊️🕊️🕊️🕊️🕊️,,replied_to,1504159334208577540
47,1504158375382335489,1065627500775116800,2022-03-16T18:11:17.000Z,"My emails @bt_uk landline @O2 mob @Skype are #HACKED post stolen from ALL ethical police solicitors journalists with legal help/press campaign-Im #stalked daily-no friends unless #spycop minders
@Keir_Starmer push @ClarenceHouse STOP the sadistic 
@GOVUK #hacking @UN_HRC @UN @hrw https://t.co/lkRpl4uzCW",SueChester7,Sue Chester 🕊️🕊️🕊️🕊️🕊️🕊️🕊️🕊️🕊️🕊️🕊️🕊️,,replied_to,1504158370911211522
48,1504158321863008262,1493986681858498560,2022-03-16T18:11:04.000Z,"@bt_uk I called BT today and they have very kindly allowed me to exit my contract as I was running on 0Meg.
All done. 
Thanks.",GayleRighton,Tiggy Hambleton,Wales,replied_to,1503713003690246150
49,1504157638975799299,1065627500775116800,2022-03-16T18:08:21.000Z,"My emails @bt_uk landline @O2 mob @Skype are #HACKED post stolen from ALL ethical police solicitors journalists with legal help/press campaign-Im #stalked daily-no friends unless #spycop minders. 

@10DowningStreet push @ClarenceHouse STOP the sadistic @GOVUK #hacking @UN_HRC @UN https://t.co/WEEAY6hahL",SueChester7,Sue Chester 🕊️🕊️🕊️🕊️🕊️🕊️🕊️🕊️🕊️🕊️🕊️🕊️,,replied_to,1504157634416553991
50,1504157476115070980,1346747898525052930,2022-03-16T18:07:42.000Z,@bt_uk This is my extra data used. My two daughters ran out ages ago! https://t.co/UZ6gfwFy9p,someotherfella1,ToriesLie,"Dungannon, Northern Ireland",replied_to,1504122642139422725
51,1504156565267525636,1065627500775116800,2022-03-16T18:04:05.000Z,"My emails @bt_uk landline @O2 mob @Skype are #HACKED post stolen from ALL ethical police solicitors journalists with legal help/press campaign-Im #stalked daily-no friends unless #spycop minders. 

@BorisJohnson  push @ClarenceHouse STOP the sadistic @GOVUK #hacking @UN_HRC @UN https://t.co/v0czp4zj96",SueChester7,Sue Chester 🕊️🕊️🕊️🕊️🕊️🕊️🕊️🕊️🕊️🕊️🕊️🕊️,,replied_to,1504156559944962050
52,1504155692474716161,1065627500775116800,2022-03-16T18:00:37.000Z,"My emails @bt_uk landline @O2 mob @Skype are #HACKED post stolen from ALL ethical police solicitors journalists with legal help/press campaign-Im #stalked daily-no friends unless #spycop minders 
@DominicRaab push @ClarenceHouse STOP the sadistic @GOVUK #hacking @UN_HRC @UN @EHRC https://t.co/wvWTGHFB8b",SueChester7,Sue Chester 🕊️🕊️🕊️🕊️🕊️🕊️🕊️🕊️🕊️🕊️🕊️🕊️,,replied_to,1504155687856840708
53,1504154581483278336,145785983,2022-03-16T17:56:12.000Z,@techskillsorg @naomitimperley @bt_uk @ruby_melling @OldhamRobin “Naomi Live” has a ring to it…you should work on that one,billington_paul,Paul Billington,"Manchester, England",replied_to,1504046914744033282
54,1504154571907731466,1065627500775116800,2022-03-16T17:56:10.000Z,My emails @bt_uk landline @O2 mob @Skype are #HACKED post stolen from ANY decent police solicitors journalists with legal help/national press campaign-Im #stalked daily-no friends unless #spycop minders @pritipatel push @ClarenceHouse STOP the sadistic @GOVUK #hacking @UN_HRC @UN https://t.co/cq2jogYvsu,SueChester7,Sue Chester 🕊️🕊️🕊️🕊️🕊️🕊️🕊️🕊️🕊️🕊️🕊️🕊️,,replied_to,1504154357406781447
55,1504154088539312134,145785983,2022-03-16T17:54:15.000Z,"@techskillsorg @naomitimperley @mymanuofficial @bt_uk @BTEarlyCareers @techUK I like that, it’s a sacrifice and it’s hard, not all pizzas and teslas",billington_paul,Paul Billington,"Manchester, England",replied_to,1504058824692584450
56,1504152796689403908,1065627500775116800,2022-03-16T17:49:07.000Z,"My emails @bt_uk landline @O2 mob @Skype are #HACKED post stolen from ANY decent police solicitors journalists with legal help/national press campaign-Im #stalked daily-no friends unless #spycop minders
@UN_SPExperts PLZ push @HumanRightsCtte @UN @EHRC @BIHRhumanrights @AmnestyUK https://t.co/LsXeHtvahQ",SueChester7,Sue Chester 🕊️🕊️🕊️🕊️🕊️🕊️🕊️🕊️🕊️🕊️🕊️🕊️,,replied_to,1504152790964355073
57,1504149879559438341,526775674,2022-03-16T17:37:31.000Z,@bt_uk @skytv @bt_uk Thanks for the pointless credit search on my file. Maybe tell your advisers to tell the truth when asked about install lead times.,lpljimbo,lpljimbo,,replied_to,1504149359969161216
59,1504145885051203584,11940192,2022-03-16T17:21:39.000Z,"@bt_uk From the email, ""an offer just for you"" links to ""We can't show you any personalised deals at the moment."" So no, it doesn't work. MyBT also has a banner, and it links to exactly the same place. https://t.co/u4Ssg9fwQg",wizpip,Phillip Parr,Bedford,replied_to,1504145250960424960
60,1504144593486503942,1065627500775116800,2022-03-16T17:16:31.000Z,"@theroyaleditor The week @Telegraph @guardian
#Savile story &amp; @DiscoveryUK doc my @bt_uk landline  @O2 mob. were shut down

@MetCC @metpoliceuk @PoliceChiefs @NCA_UK
@policeconduct @netpol @UN @DameLynneOwens
@policecommander @WMerciaPolice @sussex_police

https://t.co/03Dq8DeNVM",SueChester7,Sue Chester 🕊️🕊️🕊️🕊️🕊️🕊️🕊️🕊️🕊️🕊️🕊️🕊️,,replied_to,1504144590772781060
63,1504143738859307008,469809729,2022-03-16T17:13:07.000Z,@bt_uk how come my now tv channels have gone off ? I put in 385 and 439 for Sky News and Sports news (watch these all the time) on my BT box and it comes up IPC6007 all of a sudden.  Thanks,Andrewcjones86,Andrew Jones,Burton On Trent,Original_tweet,Null
64,1504141978191249408,198619794,2022-03-16T17:06:07.000Z,@virginmedia quality customer retention??? Looking to reduce my monthly cost and take channels off and get offered the same price as I am paying for a reduced package. Then get a second offer with a massive £7 per month reduction. @bt_uk or @SkyUK here I come!!!,harvhummingburd,Harvey,Glasgow,Original_tweet,Null
65,1504141064529227786,1463414924,2022-03-16T17:02:30.000Z,@bt_uk Ok,WhoRuthie,🤓 🇬🇧🇹🇻🇺🇦,Wales,replied_to,1504136843264241674
66,1504140043719430149,31228262,2022-03-16T16:58:26.000Z,Just in the process of cancelling my planned installation with @virginmedia and going with @bt_uk instead. The customer service bar has been set very low by @virginmedia so shouldn’t be a problem for  @bt_uk to do better. #getconnected,danielrsharp,Daniel R Sharp,,Original_tweet,Null
67,1504136841280249856,3475467441,2022-03-16T16:45:43.000Z,@AAllenSport @EE @bt_uk Oh no! Never go full Custis!,EatLoveRunPlay,BettyC,"near Chicago, IL, USA",replied_to,1504136464778551297
69,1504135238666141697,1463414924,2022-03-16T16:39:21.000Z,"@bt_uk That’s what I thought, I have vip entertainment but no Netflix 😞. When I spoke to an advisor they said I could have it as an add-on",WhoRuthie,🤓 🇬🇧🇹🇻🇺🇦,Wales,replied_to,1504130265693790218
70,1504130203517431813,210463468,2022-03-16T16:19:20.000Z,@bt_uk No. We use a gmail account.,CarolKetchley,Auntie Carol,"Brightlingsea, England",replied_to,1504129547477958670
71,1504128791324598275,1463414924,2022-03-16T16:13:43.000Z,@bt_uk Does your vip entertainment package include Netflix?,WhoRuthie,🤓 🇬🇧🇹🇻🇺🇦,Wales,replied_to,1504076264478490630
72,1504128217191534609,972973651007025152,2022-03-16T16:11:26.000Z,Been in a chat waiting 4hrs for someone at @virginmedia ridiculous bet when they come on they'll say they only help people on UC so I'll be looking at other providers. @SkyUK @bt_uk,sheriene_hannah,Sheriene,United Kingdom,Original_tweet,Null
73,1504127507729195013,103663345,2022-03-16T16:08:37.000Z,@MartinSLewis 108Mb broadband for £17/month…whilst I am charged over £30 for a guaranteed minimum of 20Mb…that’s before @bt_uk hike the price next month.,Burnside_5,Burnside,,replied_to,1504078207821230080
74,1504127024423649281,819227461,2022-03-16T16:06:42.000Z,"@bt_uk That's all, thanks.",_davidhansard,David Hansard,UK,replied_to,1504118093592903681
75,1504126306690162690,210463468,2022-03-16T16:03:51.000Z,@bt_uk Actually I do have my phone &amp; broadband with you but that's irrelevant to this issue!,CarolKetchley,Auntie Carol,"Brightlingsea, England",replied_to,1504125594711244806
76,1504126241900843011,349129052,2022-03-16T16:03:36.000Z,@bt_uk DM sent,Mow_Cop_Snots,JS,"Weston, Cheshire",replied_to,1504125808805355522
77,1504126106135367684,210463468,2022-03-16T16:03:03.000Z,"@bt_uk I don't have an account with you, I'm having problems emailing people who have BTinternet &amp; BTopenworld email addresses.",CarolKetchley,Auntie Carol,"Brightlingsea, England",replied_to,1504125594711244806
78,1504125919862083594,349129052,2022-03-16T16:02:19.000Z,@bt_uk Should I send it via dm,Mow_Cop_Snots,JS,"Weston, Cheshire",replied_to,1504125808805355522
79,1504125311906164739,349129052,2022-03-16T15:59:54.000Z,@bt_uk It’s a new service we had in October,Mow_Cop_Snots,JS,"Weston, Cheshire",replied_to,1504125183644291078
80,1504124419106615299,210463468,2022-03-16T15:56:21.000Z,"@bt_uk Hi Elaine, it's going from me but I've received message not delivered notifications that say this - 554 Message rejected on 2022/03/15 11:06:05 GMT, policy (3.2.1.1) ID (6227FA0701222964) - Your message looks like SPAM or has been reported as SPAM",CarolKetchley,Auntie Carol,"Brightlingsea, England",replied_to,1504122204258291719
81,1504124185077030921,356896236,2022-03-16T15:55:25.000Z,"Congratulation to final year students Lara Pearson Toby Oates and Luke Eason from @lborouniversity for taking the first prize in our #TechTitans competition today at Tech Industry Gold Live in Birmingham.

@bt_uk  are the sponsors of the event and the Tech Titans awards. #TIGLive https://t.co/KcbVbe16oo",techskillsorg,TechSkills.org,"10 Saint Bride, London",Original_tweet,Null
82,1504121912431202304,1346747898525052930,2022-03-16T15:46:23.000Z,@bt_uk After this post. Still absolutely diabolical. A rip off and your guaranteed WiFi a lie. Estimated repair… wow a month !,someotherfella1,ToriesLie,"Dungannon, Northern Ireland",replied_to,1504120744200085509
83,1504121257939419138,210463468,2022-03-16T15:43:47.000Z,"@bt_uk Hi, I'm Secretary of a Beach Hut association &amp; have tried to send an email with attachments to our members. Unfortunately your email systems have rejected it as spam. How do I resolve this, it's affected about 50 members?",CarolKetchley,Auntie Carol,"Brightlingsea, England",Original_tweet,Null
84,1504113817629900803,819227461,2022-03-16T15:14:13.000Z,"@bt_uk BT 4600 (one without call answering feature; just a button on base saying 'Find phone'). A relation bought it. Very good in many ways, but shame about the light.",_davidhansard,David Hansard,UK,replied_to,1504113207719481345
85,1504109723372724224,1346747898525052930,2022-03-16T14:57:57.000Z,"@bt_uk are you having a laugh? 

No WiFi since 18.02 despite it being guaranteed! Just got message saying engineer visit in Feb cancelled

Charged full price minus £16 even though I have no WiFi, can’t use apps I pay for thru you and am losing income cos I can’t work from home! https://t.co/3nEKgyElEB https://t.co/ZTvHp881XJ",someotherfella1,ToriesLie,"Dungannon, Northern Ireland",quoted,1498726598937354250
86,1504106601975885831,819227461,2022-03-16T14:45:33.000Z,"@bt_uk Thanks, but the user guide doesn't provide answer. I can keep that number for next time.
Finally found the answer via Amazon reviews and Q&amp;As.
Disappointed that unlike every other device, the charge light does not change colour when phone is charged.",_davidhansard,David Hansard,UK,replied_to,1504104630640418819
87,1504102289946071040,819227461,2022-03-16T14:28:25.000Z,"There is no technical support if you buy a @bt_uk cordless phone and think there might be a fault with it. Their website help is only for broadband, mobiles etc. They attempt to help but answers provided turn out to be incorrect and based on no technical knowledge of the product.",_davidhansard,David Hansard,UK,Original_tweet,Null
88,1504100672647704584,1304385139288481792,2022-03-16T14:21:59.000Z,"@Experian_UK @bt_uk @Equifax @financialombuds Thank you for the info, I’ll look into this.",JamieSChampness,Jamie Champness,"Bristol, England",replied_to,1504025898877702145
89,1504100389502820358,2943885621,2022-03-16T14:20:52.000Z,"@bt_uk I just started my new account with BT broadband and TV. I clicked on the free 6 month Brit box option but for some reason it's not appearing on my account and it doesn't let me add it as your website says click 'get Britbox"" please help",davidlouiscarp1,David Carpenter,,Original_tweet,Null
90,1504099497810530304,1365423904743948289,2022-03-16T14:17:19.000Z,@bt_uk I don’t know why it’s been added it’s just come onto the bill for this month. I’ll dm you details now,pauldnerd,Weather Paul,somewhere in the uk,replied_to,1504096178648096773
91,1504097086316421123,1449494015469105157,2022-03-16T14:07:44.000Z,"@bt_uk Why is there no mobile phone network coverage in Porth, RCT?",EmMZM75,EmMz RoSsEr,,replied_to,1504076264478490630
92,1504096971145060355,1449494015469105157,2022-03-16T14:07:17.000Z,@bt_uk why is there no network coverage in Porth in RCT?,EmMZM75,EmMz RoSsEr,,Original_tweet,Null
93,1504094408806998022,1365423904743948289,2022-03-16T13:57:06.000Z,@bt_uk how come all of a sudden you have decided you want to charge me nearly £500 for my broadband package when I’m on a social tariff. No one online seems to know when I go on live chat,pauldnerd,Weather Paul,somewhere in the uk,Original_tweet,Null
94,1504093884648939520,520646105,2022-03-16T13:55:01.000Z,"Every time it's a little rainy or windy, I sit in my home bricking it in case my internet gets knocked out again. I've already lost £2,000 in WFH income because @bt_uk took 26 days to do so much as access the damage. If that happens again I'll be out of a job. Not good enough.",MelRobs4796,Melissa Kira,"Worthing, West Sussex, England",Original_tweet,Null
95,1504092597324816391,61231283,2022-03-16T13:49:54.000Z,@techskillsorg @mymanuofficial @bt_uk @BTEarlyCareers @techUK Legend,dansodergren,Dan #FutureOfWork Sodergren,"TV, Radio and Online too",replied_to,1504057412432633858
96,1504086430410289155,504766220,2022-03-16T13:25:24.000Z,@bt_uk Thanks,corbylad,Moff,Corby,replied_to,1504086313628229635
97,1504086337506447370,2783929019,2022-03-16T13:25:02.000Z,@bt_uk I will when I can.  Unfortunately I am off island at present.,cecilia83311624,Cecilia Russell,,replied_to,1504085377455464448
98,1504082704656183298,2783929019,2022-03-16T13:10:35.000Z,@bt_uk Apologies. Apparently an engineer came yesterday when I was not there.,cecilia83311624,Cecilia Russell,,replied_to,1504081495442481155
100,1504081852834979849,718749001,2022-03-16T13:07:12.000Z,@bt_uk BT and Open Reach are an absolute disgrace.  You have not turned up to 5 appointments to install broadband &amp; phone for my 78 year old mother in Portsmouth.,rebeccaarcher4,rebecca archer,London,Original_tweet,Null
101,1504192100996374535,118750085,2022-03-16T20:25:18.000Z,"@TheSteCorcoran Hi, you can find out how to view your BT Email on an email client, like Outlook, on this link:   https://t.co/Nn9tntgJZn    . ^Theresa",BT,BT,UK,replied_to,1504179510790565890
102,1501913261406445571,118750085,2022-03-10T13:30:00.000Z,"We're ready for your messages, we'll be delighted to help!",BT,BT,UK,Original_tweet,Null
103,1503390818043895808,118750085,2022-03-14T15:21:17.000Z,Good afternoon everyone! We're here to answer your BT questions 😀,BT,BT,UK,Original_tweet,Null
104,1504076264478490630,118750085,2022-03-16T12:45:00.000Z,"It's the middle of the week, and we're in the middle of helping our customers! We're only a tweet away, get in touch.",BT,BT,UK,Original_tweet,Null
105,1504216202352242700,118750085,2022-03-16T22:01:04.000Z,"@samanthaatk_ Hi Samantha. Im sorry you feel this way, We would have sent this information on any order confirmation, emails or letters. ^Rob",BT,BT,UK,replied_to,1504193074376937475
106,1504199049565589509,1349711978353340419,2022-03-16T20:52:54.000Z,@bt_uk Bt Open reach are a completely rogue company we had this chap mr Wilkinson and his Nepalese boss in the Uxbridge Gerard cross area stalking our niece for over a year bullies her ex boyfriend gary  hook  has admitted to paying them nothing ever gets done how in these days of Gdpr,Claresm81267911,Clare smith,,replied_to,1504076264478490630
107,1504207631434592258,118750085,2022-03-16T21:27:00.000Z,@AshleighS1 Sorry to hear this Ashleigh. Text FIX with your landline number &amp; Social Media username to 61998. This will automatically run tests on your line and if it doesn’t fix your issue then we'll be in touch. (Texts are free unless you are on Virgin mobile). Thanks ^Rob,BT,BT,UK,replied_to,1504189793793712128
109,1504200934133579780,327061693,2022-03-16T21:00:24.000Z,"@TideLineArt @PKPorthcurno @signalsmuseum @tomstandage Oh sorry! When I found the Anglo-Irish cable info I deleted them. My first (incorrect?) thought was this,
https://t.co/hPBgX25P4g
See also; https://t.co/7gLvWUO4oC",NoDPI,NoDPI,On the net.,replied_to,1504196851125436434
110,1504197898484998145,135796212,2022-03-16T20:48:20.000Z,"So BT have now given me a 6th date for my activation.

Saying it will be activated tomorrow.

@bt_uk Can you stop lying and just admit your not doing anything except covering your backs.

You've lied 5 times, why should I believe you now!",DeadmanIncLive,James Buchanan,"Chelmsford, United Kingdom",Original_tweet,Null
111,1503717651746418691,118750085,2022-03-15T13:00:00.000Z,It's Tuesday! Drop us a DM and we'll get back to you.,BT,BT,UK,Original_tweet,Null
112,1504191985556590602,118750085,2022-03-16T20:24:50.000Z,"@DanieleCerullo Sorry to hear that Danny, Can you DM your account number and address so I can check this for you? ^Brian",BT,BT,UK,replied_to,1504180488931618822
113,1504190356237299713,118750085,2022-03-16T20:18:22.000Z,@MuddMaurice Thanks for your feedback! Have a nice evening ^Clare,BT,BT,UK,replied_to,1504187488423792650
115,1504185053269704710,118750085,2022-03-16T19:57:17.000Z,@MuddMaurice Yes all different types of Sport! 🙂👍 ^Clare,BT,BT,UK,replied_to,1504184064516968448
116,1504071847821905921,356896236,2022-03-16T12:27:27.000Z,"Never stop learning or caring! Naomi started her higher education journey at 44 and bring emotion to the room about the pride she had at getting a university qualification..

#TechIndustryGold #TIGLive @naomitimperley @BTEarlyCareers @bt_uk https://t.co/sYhhDsTVGr",techskillsorg,TechSkills.org,"10 Saint Bride, London",Original_tweet,Null
117,1504183228978114560,118750085,2022-03-16T19:50:02.000Z,"@MuddMaurice Its been like that for a long time Maurice. You can access the BT Sport App and online player on as many supported devices as you like, but you can only watch two streams at the same time. ^Clare",BT,BT,UK,replied_to,1504173304755728385
118,1504178652187086850,118750085,2022-03-16T19:31:51.000Z,"@georgewyn_ Hi George, could you pop your details into this link - https://t.co/gqud2yQZpH

If there's nothing reported, could you DM me the following information. 

- Your BT Account Number or Full Address
- Account Holders full name
- Your best contact number

Thanks, ^Brian_A https://t.co/hBbj6tVEyH",BT,BT,UK,replied_to,1504163463760912388
119,1504146520366587910,118750085,2022-03-16T17:24:10.000Z,"@wizpip Ok, if you're on full fibre it can do this but if you dm the account number and a contact number I'm happy to call and pass you to our loyalty team to check for a new deal. ^Dee",BT,BT,UK,replied_to,1504145885051203584
