,tweet_id,user_id,created_at,tweet,username,name,location,clean_text
685,1503495887070371841,150823066,2022-03-14T22:18:47.000Z,"V&amp;M Tawroginski Property Maintenance &amp; DIY! 🛠️👌🏠🚐 🙂 #windsor
Property maintenance. 🖌️🪜🧰🧭
 Large and Small Projects! 🚐🚐🚐🛠️ #handymanservices  #propertymaintenance #propertyinvestment #propertyservices ✅ @vodafoneuk ☎️ @renaultuk 🚐 #renaulttrafic @samsunguk 📱 #s21plus https://t.co/uXHrB5VQtB",Tawroginski,Michael Tawroginski,United Kingdom 🇬🇧,vm tawroginski property maintenance diy windsor property maintenance large small projects handymanservices propertymaintenance propertyinvestment propertyservices renaulttrafic splus
686,1503495780866445319,20643213,2022-03-14T22:18:22.000Z,@VodafoneUK  you don't want to reply to this tweet then it looks like I will be switching provider as soon as can,xxSlicknickxx,Nick Wightwick,"Bournemouth, UK",want reply tweet looks like switching provider soon
688,1503486410707382286,442695768,2022-03-14T21:41:08.000Z,@VodafoneUK This gem made me feel like I was ahead of time 😂 https://t.co/PwOjCsOOrn,Jessica_Robyn_X,Jessica 🖤,At least 2 metres away ,gem feel like ahead time
689,1503486158919118850,442695768,2022-03-14T21:40:08.000Z,@Burakiosaurus @VodafoneUK Omg I loved this phone!,Jessica_Robyn_X,Jessica 🖤,At least 2 metres away ,omg loved phone
690,1503485442494275586,1017330656332967936,2022-03-14T21:37:17.000Z,@VodafoneUK @GrumpyManMK Can you reply to my private message,Mummy_of_7_Kids,Mummy 🌟 of 🌟 7 🌟 Kids,"North West, England ",reply private message
691,1503485318338596867,1017330656332967936,2022-03-14T21:36:47.000Z,@VodafoneUK @PeteW36 Can you reply to my private message please..@VodafoneUK,Mummy_of_7_Kids,Mummy 🌟 of 🌟 7 🌟 Kids,"North West, England ",reply private message please
694,1503474495797006336,141528263,2022-03-14T20:53:47.000Z,"@VodafoneUK we're only getting 38% of our 950mb download speed tonight &amp; only 14% of the upload speed. Looking around the internet, there are clearly issues with your service tonight, why not just make an announcement to let us all know when you'll have the service fully restored",RealMattBright,Mat,Tweets are my own opinion only,getting mb download speed tonight upload speed looking internet clearly issues service tonight announcement let know service fully restored
696,1503473488249692168,21339870,2022-03-14T20:49:47.000Z,"@VodafoneUK What it normally is, compared to what it currently is. https://t.co/1u4VWdJaZa",IamPaulGibson,Paul.i.am,"arreton, isle of wight",normally is compared currently is
697,1503472240121323525,105265772,2022-03-14T20:44:49.000Z,@VodafoneUK @CityFibre lmao what the hell is this awful internet 42% loss @VodafoneUK https://t.co/N0o7GpHGoi,_Cr4zy,Scott,"England, United Kingdom",lmao hell awful internet loss
698,1503471916916609027,21339870,2022-03-14T20:43:32.000Z,"@VodafoneUK What your app is showing for testing the connection and every other app I show is very different. Your app shows like there is no issue, every other app showing below 7mbps download now. By the looks of the comments, there seems to be an issue your end.",IamPaulGibson,Paul.i.am,"arreton, isle of wight",app showing testing connection app different app shows like issue app showing mbps download now looks comments issue end
699,1503471889242538002,315833724,2022-03-14T20:43:26.000Z,"@OfficialMr_West @SamsungUK @VodafoneUK @LensDistortions @OneCentralSq Damn, that's 🔥",PaulRankinYT,Paul Rankin,Liverpool ,damn
700,1503470153199140872,1017330656332967936,2022-03-14T20:36:32.000Z,@VodafoneUK  hi I've private messaged you,Mummy_of_7_Kids,Mummy 🌟 of 🌟 7 🌟 Kids,"North West, England ",hi private messaged
701,1503469232331411456,21339870,2022-03-14T20:32:52.000Z,"@VodafoneUK Just done another and it’s 2.6mbps, and now my sky go has stopped.",IamPaulGibson,Paul.i.am,"arreton, isle of wight",mbps sky stopped
702,1503468959391174670,21339870,2022-03-14T20:31:47.000Z,"@VodafoneUK WiFi, normally when I do speed checks 73mbps download…. Currently getting 7.5mbps",IamPaulGibson,Paul.i.am,"arreton, isle of wight",wifi normally speed checks mbps download currently getting mbps
703,1503468732454219782,105265772,2022-03-14T20:30:53.000Z,"@VodafoneUK @CityFibre Happening again? Get it together because this isnt even close to the 500/500 it should be, infact its well below the 250mbps guarentee you claim @VodafoneUK @CityFibre https://t.co/lHgwKaink8",_Cr4zy,Scott,"England, United Kingdom",happening again isnt close be infact mbps guarentee claim
704,1503467994407653381,21339870,2022-03-14T20:27:57.000Z,@VodafoneUK what’s going on with your Internet tonight? It’s so slow.,IamPaulGibson,Paul.i.am,"arreton, isle of wight",going internet tonight slow
706,1503461511175544836,197417803,2022-03-14T20:02:11.000Z,@VodafoneUK Hi folks could i get some support with an Ethernet issue please. Thanks,SaulPampson,Paul,Right Where I Want To Be,hi folks support ethernet issue please thanks
707,1503457973942771715,16236773,2022-03-14T19:48:08.000Z,"@aaronconnolly12 @VodafoneUK They got back to me Aaron, known issues in the area",ianmoran,Ian Moran,"Belfast, Northern Ireland",got aaron known issues area
708,1503456032659582984,58767216,2022-03-14T19:40:25.000Z,"@VodafoneUK broadband down in Heswall, Wirral for about the last hour. Is there a network outage? Can you help? Tried all the recommended troubleshooting but appears to be an issue at the exchange or off my property.",TV_Eyes,Pete Askew,"Heswall, England",broadband heswall wirral hour network outage help tried recommended troubleshooting appears issue exchange property
711,1503424406198140929,16236773,2022-03-14T17:34:45.000Z,@aaronconnolly12 @VodafoneUK Not yet,ianmoran,Ian Moran,"Belfast, Northern Ireland",
713,1503403378038222857,46233702,2022-03-14T16:11:11.000Z,@VodafoneUK ordered a phone Friday for my Fiancées 30th because you didn’t have any in stock  you told me it would be in store today on his birthday today so I didn’t go else we’re. I went this morning and you haven’t even delivered the phone!!,laytoncl,Lay2024,Liverpool,ordered phone friday fiances th stock told store today birthday today are went morning delivered phone
714,1503401770483163138,16236773,2022-03-14T16:04:48.000Z,"Experiencing dreadful voice and internet performance @VodafoneUK in Belfast. Is there an ongoing issue ? Thanks for reminding me that E network speeds exist, fully expecting to see GPRS soon",ianmoran,Ian Moran,"Belfast, Northern Ireland",experiencing dreadful voice internet performance belfast ongoing issue thanks reminding e network speeds exist fully expecting gprs soon
715,1503381392041955332,418491621,2022-03-14T14:43:49.000Z,What is wrong with @VodafoneUK network today!? #VodaFAIL #Vodafonedown,angemelekk,Angela,"London, United Kingdom",wrong network today vodafail vodafonedown
716,1503364865712222208,1060099112845086720,2022-03-14T13:38:09.000Z,@VodafoneUK OKI CDL700E,TelcoPm,The Telco PM,UK / Europe,oki cdle
717,1503359639852826625,385316012,2022-03-14T13:17:23.000Z,"@VodafoneUK Hi, need to speak to someone on phone about cancelling a home broadband order, is there a number I can call? Thanks",Robknapman1,Rob Knapman,Aberdare,hi need speak phone cancelling home broadband order number call thanks
718,1503345997849706504,2387746611,2022-03-14T12:23:11.000Z,@VodafoneUK So I will have no coverage for 5 days??,ABailes2014,Andy Steele,"West Midlands, England",coverage days
719,1503340989552943104,14336263,2022-03-14T12:03:17.000Z,"@VodafoneUK Trying different answers eventually elicits ""If you’ve tried all of the above ... &lt;please speak to an adviser&gt;"" which links to a page - that then directs you back into the TOBi automated advisor

Hey @VodafoneUK, how the &lt;mildly_bad_word&gt; do I login to my vodafone account?",abs0,David Brownlee,"London, UK",trying different answers eventually elicits if tried ltplease speak advisergt links page directs tobi automated advisor hey ltmildlybadwordgt login vodafone account
720,1503340821436932105,2387746611,2022-03-14T12:02:37.000Z,Anyone else struggling with phone Signal? @VodafoneUK any problems in the ST5 area?,ABailes2014,Andy Steele,"West Midlands, England",struggling phone signal problems st area
721,1503339517591408641,14336263,2022-03-14T11:57:26.000Z,"Is @VodafoneUK's automated chat support branching out into answering general questions?

Replying to ""An unexpected error occurred"" with ""Something went in error on server [5xx]"",  doesn't exactly _help_ the customer https://t.co/r5X1K5LFTT",abs0,David Brownlee,"London, UK",automated chat support branching answering general questions replying an unexpected error occurred something went error server xx exactly help customer
722,1503337931703992321,419065848,2022-03-14T11:51:08.000Z,"@VodafoneUK Your web chat is an absolute joke. Over an hour being past pillar to post, being put everywhere except where I ask. Can you get a MANAGER to phone me? Someone from the UK. 4th time broadband has been cancelled and I'm left paying more than I need to be.",ManiacMaver,Unknown,Scotland,web chat absolute joke hour past pillar post ask manager phone me uk th time broadband cancelled left paying need be
723,1503336110822412294,350830442,2022-03-14T11:43:54.000Z,"@DocRMills @VodafoneUK Hi Rachel, CityFibre does not provide internet services, we work with internet services providers to connect homes and business. For internet service-related queries, please contact your broadband provider. Thanks.",CityFibre,CityFibre,"London, UK",hi rachel cityfibre provide internet services work internet services providers connect homes business internet servicerelated queries contact broadband provider thanks
724,1503335662476574722,350830442,2022-03-14T11:42:07.000Z,"@RobIzzard @VodafoneUK @Trustpilot Hi Robert, we usually have multiple provider options. To find out which providers and services are available in your city visit and use our availability checker https://t.co/RnaGLvqgjc. Thanks.",CityFibre,CityFibre,"London, UK",hi robert usually multiple provider options find providers services available city visit use availability checker thanks
725,1503334603238608899,526688968,2022-03-14T11:37:54.000Z,"@VodafoneUK surely this is a cruel joke? No explanation after nearly 2 months with no broadband, just “it’s cancelled, dunno why”. Heartless and uncaring are word that come to mind to describe your customer service and service as a whole. Painful too. https://t.co/uVd6PtBPO7",duffin_b,Ben Duffin,"Milton Keynes, England",surely cruel joke explanation nearly months broadband it cancelled dunno why heartless uncaring word come mind describe customer service service whole painful too
726,1503324276203601921,16575839,2022-03-14T10:56:52.000Z,"@VodafoneUK so turns out, my phone battery was overheating because my USB plug was faulty so the charger was giving off a lot of heat! so after letting it cool down and pluging the wireless charger into a brand new @AnkerOfficial usb charger, worked a treat!",si458,Si458,"Wallasey, Wirral",turns out phone battery overheating usb plug faulty charger giving lot heat letting cool pluging wireless charger brand new usb charger worked treat
727,1503319083844091907,598604937,2022-03-14T10:36:14.000Z,@timshutt @VodafoneUK @giffgaff That's cold. 😂,Martyi767,Martyi7,"Reading, England",cold
728,1503317284152041473,33886409,2022-03-14T10:29:05.000Z,"@VodafoneUK Hi Keely, sent message, however the automated response from vodafone didn’t show all the options and I’m now struggling",paintercarol,Carol McDermott,"carlisle, UK",hi keely sent message automated response vodafone options struggling
729,1503303965999611907,42243202,2022-03-14T09:36:10.000Z,@VodafoneUK i did that and sent my post code in messages but got your annoying bot! there is still an issue LE10 0PJ 4G showing and devices stating no internet can you check or i will simply move providers!,Kicia77,Daria Osman,"Hinckley, England",sent post code messages got annoying bot issue le pj g showing devices stating internet check simply providers
731,1503296625653035011,2196460500,2022-03-14T09:07:00.000Z,". @Apple Event Spring 2022: All the big announcements

https://t.co/rrfroKES0V
article from @VodafoneUK 
#tech #iOS #iPhone #Phones https://t.co/RScxxef5UD",CellularSol,Cellular Solutions,"South East England, UK",event spring big announcements article tech ios iphone phones
732,1503291805265182723,33886409,2022-03-14T08:47:50.000Z,"@VodafoneUK hi, I can’t login in using my usual username and password. Your reset/ temporary password sent to my email doesn’t work, please help?",paintercarol,Carol McDermott,"carlisle, UK",hi login usual username password reset temporary password sent email work help
733,1503280009594781697,825005097457315841,2022-03-14T08:00:58.000Z,"Mobile operators @ThreeUK @VMO2News and @VodafoneUK have joined the UK National Databank, to help tackle current #datapoverty within the UK. Find out more in our blog here: https://t.co/fDQfCp0LgR 

#BuildingMobileBritain #MobileMonday #5GCheckTheFacts https://t.co/IKvq8GZU41",MobileUK_News,Mobile UK,United Kingdom,mobile operators joined uk national databank help tackle current datapoverty uk find blog here buildingmobilebritain mobilemonday gcheckthefacts
734,1503277104506589191,24916677,2022-03-14T07:49:25.000Z,"@VodafoneUK @SamsungMobile Hey I upgraded my phone to a A52s a couple of months ago, but the camera always freezes after I take one photo, so have to close it down and restart. Is there a fix as really annoying and its only 2 months old ?",SarahColdron,Sarah Haddi,"Newark-on-Trent, England",hey upgraded phone as couple months ago camera freezes photo close restart fix annoying months old
735,1503276567014875140,1068203133699010562,2022-03-14T07:47:17.000Z,"@EvanZir I have one because @VodafoneUK were awesome and I could pay the same amount and get a better phone.

iPhone 8 is now in the bin.",Uniqetz,The Uniqetz Show,United Kingdom,awesome pay better phone iphone bin
736,1503130929862168582,571341825,2022-03-13T22:08:35.000Z,"@zoli_xf @ThreeUKSupport @VodafoneUK Actually thank you so much for recommending that website I managed to find a deal for O2 with double data and double Virgin Media broadband speed boost, fingers crossed the speeds are decent",RichieUK_TTV,Richie #SaveNeighbours,Pin Oak Court,actually thank recommending website managed find deal o double data double virgin media broadband speed boost fingers crossed speeds decent
737,1503125025003810816,205688499,2022-03-13T21:45:07.000Z,Please respond @VodafoneUK @VodafoneGroup we have no wifi,agentnicola,Nicola Ferguson,United Kingdom,respond wifi
738,1503123787746885633,571341825,2022-03-13T21:40:12.000Z,@zoli_xf @ThreeUKSupport @VodafoneUK I’m with EE now but for the unlimited plan (I don’t like limits) - it’s so freaking expensive and every single network that has good value unlimited plans are @ThreeUKSupport,RichieUK_TTV,Richie #SaveNeighbours,Pin Oak Court,ee unlimited plan i like limits freaking expensive single network good value unlimited plans
739,1503115551970938882,571341825,2022-03-13T21:07:28.000Z,Also why is every mobile network that offers decent priced unlimited data plans is @ThreeUKSupport which has the worst speeds on the market!! Don’t get me started on @VodafoneUK s stupid service that has “speed tiers”,RichieUK_TTV,Richie #SaveNeighbours,Pin Oak Court,mobile network offers decent priced unlimited data plans worst speeds market started stupid service speed tiers
740,1503103262043652101,1030983132,2022-03-13T20:18:38.000Z,Phoning @VodafoneUK on my landline because I have no signal or data and their best advice is to go online to their website..,ChristineVenner,Christine Venner Meritocracy First,"London, England",phoning landline signal data best advice online website
742,1503087671287349249,15734473,2022-03-13T19:16:41.000Z,"@Shawn80654585 @CellC_Support @_Natt_Turner_ @Vodacom @Vodacom111 @VodafoneUK @VodafoneGroup @VodafoneAU Hi There, sorry to hear that you feel this way. Are your services currently with Vodafone New Zealand? ^N.N",vodafoneNZ,Vodafone New Zealand,"Auckland, New Zealand",hi there sorry hear feel way services currently vodafone new zealand nn
743,1503086033788882957,3225483490,2022-03-13T19:10:11.000Z,@William_Leggett @VodafoneUK You're not alone. Vodafone constantly break OfCom's rules. https://t.co/VwWhcPqeXq,pompeyhedge,ed francis,"Nork Rise, UK",alone vodafone constantly break ofcoms rules
744,1503082623329091590,26474214,2022-03-13T18:56:37.000Z,@DamianPDavis @EE @VodafoneUK It's the other way round here in Milton Keynes. Vodafone have rapidly erected many new 5G masts &amp; their 4G speeds now reach 150MBs. EE refarmed their 3G to 4G which meant we lost coverage completely! As for o2 all the masts and equipment are so old you're lucky to get 2Mbs on 4G!,stevetaylor10,Steve Taylor,Milton Keynes,way round milton keynes vodafone rapidly erected new g masts g speeds reach mbs ee refarmed g g meant lost coverage completely o masts equipment old lucky mbs g
745,1503078674744152066,150823066,2022-03-13T18:40:56.000Z,Local Cycling⭐🌐🙂🙂🚲🚲➡️ #eton 🚲🚲 #windsor 🔁 #cycling #cyclingphotos #streetphotography @tech_studio_official @mtawroginska @victortawroginski @ewatawroginska @vodafoneuk ☎️ @samsungwithgalaxy @samsunguk @samsungmobile @samsung 🌐📱#withGalaxy #s21plus https://t.co/F4vV7oKbH4,Tawroginski,Michael Tawroginski,United Kingdom 🇬🇧,local cycling eton windsor cycling cyclingphotos streetphotography withgalaxy splus
746,1503078538941022209,150823066,2022-03-13T18:40:24.000Z,Local Cycling⭐🌐🙂🙂🚲🚲➡️ #eton 🚲🚲 #windsor 🔁 #cycling #cyclingphotos #streetphotography @tech_studio_official @mtawroginska @victortawroginski @ewatawroginska @vodafoneuk ☎️ @samsungwithgalaxy @samsunguk @samsungmobile @samsung 🌐📱#withGalaxy #s21plus https://t.co/HcTk1NUUCE,Tawroginski,Michael Tawroginski,United Kingdom 🇬🇧,local cycling eton windsor cycling cyclingphotos streetphotography withgalaxy splus
747,1503076308472975360,150823066,2022-03-13T18:31:32.000Z,"@WindsorCycleHub @mtawroginska @VodafoneUK @Lumix @LumixUK Yes,correct. We were ther today,and separate purchased soft drinks 🍶🍶 at Alma news agent",Tawroginski,Michael Tawroginski,United Kingdom 🇬🇧,yescorrect ther todayand separate purchased soft drinks alma news agent
748,1503071533270458375,150823066,2022-03-13T18:12:33.000Z,Local Cycling⭐🌐🙂🙂🚲🚲➡️ #eton 🚲🚲 #windsor 🔁 #cycling #cyclingphotos #streetphotography @tech_studio_official @mtawroginska @victortawroginski @ewatawroginska @vodafoneuk ☎️ @lumix @lumixuk @lumix_fotografia 📷 #lumixphotography #fz1000 https://t.co/YQk4dmdBTm,Tawroginski,Michael Tawroginski,United Kingdom 🇬🇧,local cycling eton windsor cycling cyclingphotos streetphotography lumixphotography fz
749,1503071485660958728,150823066,2022-03-13T18:12:22.000Z,Local Cycling⭐🌐🙂🙂🚲🚲➡️ #eton 🚲🚲 #windsor 🔁 #cycling #cyclingphotos #streetphotography @tech_studio_official @mtawroginska @victortawroginski @ewatawroginska @vodafoneuk ☎️ @lumix @lumixuk @lumix_fotografia 📷 #lumixphotography #fz1000 https://t.co/1xCUsoBkMl,Tawroginski,Michael Tawroginski,United Kingdom 🇬🇧,local cycling eton windsor cycling cyclingphotos streetphotography lumixphotography fz
750,1503071445085261824,150823066,2022-03-13T18:12:12.000Z,Local Cycling⭐🌐🙂🙂🚲🚲➡️ #eton 🚲🚲 #windsor 🔁 #cycling #cyclingphotos #streetphotography @tech_studio_official @mtawroginska @victortawroginski @ewatawroginska @vodafoneuk ☎️ @lumix @lumixuk @lumix_fotografia 📷 #lumixphotography #fz1000 https://t.co/fouzFpNIa2,Tawroginski,Michael Tawroginski,United Kingdom 🇬🇧,local cycling eton windsor cycling cyclingphotos streetphotography lumixphotography fz
751,1503071391008100352,150823066,2022-03-13T18:11:59.000Z,Local Cycling⭐🌐🙂🙂🚲🚲➡️ #eton 🚲🚲 #windsor 🔁 #cycling #cyclingphotos #streetphotography @tech_studio_official @mtawroginska @victortawroginski @ewatawroginska @vodafoneuk ☎️ @lumix @lumixuk @lumix_fotografia 📷 #lumixphotography #fz1000 https://t.co/bfqKNyEYdA,Tawroginski,Michael Tawroginski,United Kingdom 🇬🇧,local cycling eton windsor cycling cyclingphotos streetphotography lumixphotography fz
752,1503071319071641604,150823066,2022-03-13T18:11:42.000Z,Local Cycling⭐🌐🙂🙂🚲🚲➡️ #eton 🚲🚲 #windsor 🔁 #cycling #cyclingphotos #streetphotography @tech_studio_official @mtawroginska @victortawroginski @ewatawroginska @vodafoneuk ☎️ @lumix @lumixuk @lumix_fotografia 📷 #lumixphotography #fz1000 https://t.co/RAFyTfoSxT,Tawroginski,Michael Tawroginski,United Kingdom 🇬🇧,local cycling eton windsor cycling cyclingphotos streetphotography lumixphotography fz
753,1503038630494941191,392001615,2022-03-13T16:01:49.000Z,@VodafoneUK my internet has been cutting off randomly for last 3 days. When it has connected my speed has been going from 67Mbps to 20Mbps Please fix it or I'm moving to @Hyperoptic,ConnorPett,Connor H-Pettinger 🇬🇧 🎮,"Sheffield, England",internet cutting randomly days connected speed going mbps mbps fix moving
756,1503006049250549764,3225483490,2022-03-13T13:52:21.000Z,"@andys_murray @EmmaRaducanu @VodafoneUK @the_LTA @Wimbledon Nah, she probably wants a signal, customer service, loyalty...",pompeyhedge,ed francis,"Nork Rise, UK",nah probably wants signal customer service loyalty
757,1503005414815940616,3225483490,2022-03-13T13:49:50.000Z,"@EmmaRaducanu @VodafoneUK @the_LTA @Wimbledon Whilst I fully support your fantastic tennis achievements, associating yourself with the worst mobile and broadband network is something that really surprises me. But best of luck to you for the new season 👍",pompeyhedge,ed francis,"Nork Rise, UK",whilst fully support fantastic tennis achievements associating worst mobile broadband network surprises me best luck new season
758,1503004485819543557,3225483490,2022-03-13T13:46:08.000Z,@SM11DGE @VodafoneUK South London and Surrey has been diabolical for nearly a year now. Good luck!,pompeyhedge,ed francis,"Nork Rise, UK",south london surrey diabolical nearly year now good luck
759,1502997635199864834,41279182,2022-03-13T13:18:55.000Z,@VodafoneUK I have upgraded to Unlimited Max + iPhone 13 Pro. No 5g signal. What to do?,azrael2393,Marco Visconti🌻,"London, UK",upgraded unlimited max iphone pro g signal do
760,1502988051433336832,2723841,2022-03-13T12:40:50.000Z,@VodafoneUK Sagem myV-65,FlyingScotsManJ,The Flying Scotsman 🏴󠁧󠁢󠁳󠁣󠁴󠁿,"Aberdeen, Scotland",sagem myv
761,1502986579861770240,18601085,2022-03-13T12:34:59.000Z,@VodafoneUK My HTC Tytn 2. Loved that phone https://t.co/0QxTPz3xRI,jeffkinn,Jeffrey Kinn,"ÜT: 51.551454,0.624645",htc tytn loved phone
762,1502982306969137152,13518302,2022-03-13T12:18:00.000Z,@AiryDaniel @PreciousGNSD @VodafoneUK I DM'd Vodafone UK and they didn't see a problem but it came back soon / couple of hours.  Was 2 yrs ago.. I reckon it was the router updating and rebooting itself.. or a router on the other side doing the same..,oliverslay,Oliver Slay,Sheffield,dmd vodafone uk problem came soon couple hours yrs ago reckon router updating rebooting itself router same
763,1502946778571812874,2769521630,2022-03-13T09:56:50.000Z,"@saintruddy @VodafoneUK As advised, Vodafone need to request information from us-Craig",iD_Mobile_UK,iD Mobile,"London, England",advised vodafone need request information uscraig
764,1502942994760192000,46895545,2022-03-13T09:41:47.000Z,@firth1985 @VodafoneUK Qwerty keyboard though.,adamjmason,Adam Ⓥ,"Somewhere south, UK",qwerty keyboard though
766,1502925197732683777,52055276,2022-03-13T08:31:04.000Z,@PBepey @VodafoneUK The form factor of phones has been pretty static for a decade but folding phones hopefully will allow us to revisit what makes an ideal device.,NeilMilliken,Neil Milliken,United Kingdom,form factor phones pretty static decade folding phones hopefully allow revisit makes ideal device
768,1502922984507551745,52055276,2022-03-13T08:22:17.000Z,@PBepey @VodafoneUK I made less typos with real keys and you get to keep the whole of the screen viewable whilst typing. You’ve heard the saying software is eating the world. Well in this case soft keyboards are eating half of my screen. Which has profound usability and #accessibility impact.,NeilMilliken,Neil Milliken,United Kingdom,typos real keys screen viewable whilst typing heard saying software eating world case soft keyboards eating half screen profound usability accessibility impact
769,1502917324646592512,150823066,2022-03-13T07:59:47.000Z,"Reflection in the mirror🪞odbicie w lustrze 😁
#windsor 🔁 #mobilephotography #photography #composition #streetphotography @tech_studio_official @mtawroginska @victortawroginski @ewatawroginska @vodafoneuk ☎️ @samsunguk @samsungmobile @samsungwithgalaxy 📱#s21plus https://t.co/lUweB8xAoN",Tawroginski,Michael Tawroginski,United Kingdom 🇬🇧,reflection mirrorodbicie w lustrze windsor mobilephotography photography composition streetphotography splus
770,1502917244531134473,150823066,2022-03-13T07:59:28.000Z,"Reflection in the mirror🪞odbicie w lustrze 😁
#windsor 🔁 #mobilephotography #photography #composition #streetphotography @tech_studio_official @mtawroginska @victortawroginski @ewatawroginska @vodafoneuk ☎️ @samsunguk @samsungmobile @samsungwithgalaxy 📱#s21plus https://t.co/jqIFYAFAXP",Tawroginski,Michael Tawroginski,United Kingdom 🇬🇧,reflection mirrorodbicie w lustrze windsor mobilephotography photography composition streetphotography splus
771,1502791984867590146,150823066,2022-03-12T23:41:44.000Z,Local Cycling 🌃 🙂🙂🚲🚲➡️ #slough 🚲 #datchet 🚲 #windsor 🔁 #nightphotography #nightcycling #streetphotography @tech_studio_official @mtawroginska @victortawroginski @ewatawroginska @vodafoneuk ☎️ @sonyalpha @alphauniversebysony.eu @sony 📷 #sonyalpha #a6000 https://t.co/MRHjJlkmV1,Tawroginski,Michael Tawroginski,United Kingdom 🇬🇧,local cycling slough datchet windsor nightphotography nightcycling streetphotography sonyalpha a
772,1502791934909235201,150823066,2022-03-12T23:41:32.000Z,Local Cycling 🌃 🙂🙂🚲🚲➡️ #slough 🚲 #datchet 🚲 #windsor 🔁 #nightphotography #nightcycling #streetphotography @tech_studio_official @mtawroginska @victortawroginski @ewatawroginska @vodafoneuk ☎️ @sonyalpha @alphauniversebysony.eu @sony 📷 #sonyalpha #a6000 https://t.co/JNX34iyDoN,Tawroginski,Michael Tawroginski,United Kingdom 🇬🇧,local cycling slough datchet windsor nightphotography nightcycling streetphotography sonyalpha a
773,1502787831261020160,150823066,2022-03-12T23:25:14.000Z,Local Cycling 🌃 🙂🙂🚲🚲➡️ #slough 🚲 #datchet 🚲 #windsor 🔁 #nightphotography #nightcycling #streetphotography @tech_studio_official @mtawroginska @victortawroginski @ewatawroginska @vodafoneuk ☎️ @samsungwithgalaxy @samsunguk 📱 #withGalaxy #s21plus 👌 https://t.co/K50NFhpNrH,Tawroginski,Michael Tawroginski,United Kingdom 🇬🇧,local cycling slough datchet windsor nightphotography nightcycling streetphotography withgalaxy splus
774,1502784627676749827,150823066,2022-03-12T23:12:30.000Z,Alexander Tawroginski Photography 🙂👍🚲🚲➡️ #slough 🚲 #datchet 🚲 #windsor 🔁 #nightphotography #nightcycling #streetphotography @tech_studio_official @mtawroginska @victortawroginski @ewatawroginska @vodafoneuk  @sonyalpha @sony.unitedkingdom @alphauniversebysony.eu 📷 #a6000 https://t.co/Ekt8HJcZWo,Tawroginski,Michael Tawroginski,United Kingdom 🇬🇧,alexander tawroginski photography slough datchet windsor nightphotography nightcycling streetphotography a
775,1502782313142366211,150823066,2022-03-12T23:03:18.000Z,Alexander Tawroginski Photography 🙂👍🚲🚲➡️ #slough 🚲 #datchet 🚲 #windsor 🔁 #nightphotography #nightcycling #streetphotography @tech_studio_official @mtawroginska @victortawroginski @ewatawroginska @vodafoneuk ☎️ @samsunguk @samsungmobile 📱 #s21plus https://t.co/iTO7Kgm1Wn,Tawroginski,Michael Tawroginski,United Kingdom 🇬🇧,alexander tawroginski photography slough datchet windsor nightphotography nightcycling streetphotography splus
776,1502771077197582336,52055276,2022-03-12T22:18:39.000Z,@PBepey @VodafoneUK Loved the physical keyboards on those HTC phones,NeilMilliken,Neil Milliken,United Kingdom,loved physical keyboards htc phones
777,1502765667212304390,574778489,2022-03-12T21:57:09.000Z,@dreini81 @VodafoneUK This one brings back some interesting memories,MartynCopeland,© M@RTYN ®,Stevenage -- Hertfordshire,brings interesting memories
778,1502761152199151625,21848152,2022-03-12T21:39:13.000Z,@VodafoneUK Sagem MW3020 https://t.co/pDEVZuO2WX,mattthenerdist,Matthew Fleet 🏳️‍🌈,"Pevensey, England",sagem mw
779,1502753895038210048,4860414308,2022-03-12T21:10:23.000Z,@VodafoneUK Biggest mistake I did I left Vodafone and I can’t come back…Because until this Rubbish O2 Contact end,Huzy242,H u z y,"Blackburn, England",biggest mistake left vodafone come backbecause rubbish o contact end
780,1502750598189441026,705090908241395712,2022-03-12T20:57:17.000Z,"@Alex79uk @VodafoneUK Oh yes, the a1018s… this was a weapon",UrReviewBuddy,Alex,United Kingdom,oh yes as weapon
781,1502743240335933444,35557050,2022-03-12T20:28:02.000Z,@VodafoneUK I think the T68 was the first with a colour screen ? 🤔,krackenDF,krackenDF,Omnipresent,think t colour screen
783,1502740777088307201,76942119,2022-03-12T20:18:15.000Z,"@sbrownphoto @MrJaYaTeS @VodafoneUK The ""ears"" of the p800 keyboard broke too easily. The p900 was an absolute beast of a phone.",grex9101,grex9101,"Hell, MI",ears p keyboard broke easily p absolute beast phone
786,1502734326852689930,1089586276481802240,2022-03-12T19:52:37.000Z,@VodafoneUK #Nokia Asha 310,EATVRstudio,Emmanuel Adjeikwei,Sowutuom,nokia asha
789,1502716783563841541,23479365,2022-03-12T18:42:54.000Z,@sbrownphoto @VodafoneUK I originally had the p800 then when the colour screen came it was a no brainer. The Nokia Communicator was a phone I always fancied but never got. First ever phone was on BT Cellnet but haven’t a clue what it was .,MrJaYaTeS,Jay,"England, United Kingdom",originally p colour screen came brainer nokia communicator phone fancied got phone bt cellnet clue
790,1502712512780845056,35557050,2022-03-12T18:25:56.000Z,@VodafoneUK Sony Ericsson T68 https://t.co/auxrXE3494,krackenDF,krackenDF,Omnipresent,sony ericsson t
791,1502711484702412802,1273855650947366912,2022-03-12T18:21:51.000Z,"@VodafoneUK Only £56, gu on ill have one and feck my utility bill.",postiedav7,D.R.Evans,"Rotherham, England",gu ill feck utility bill
